209 1631355130 0,400000 -1,000000 -101,000000 0,000000 0,000000
209 1631355131 0,400000 -1,000000 -101,000000 0,000000 0,000000
209 1631355132 0,400000 -1,000000 -101,000000 0,000000 0,000000
209 1631355133 0,400000 -1,000000 -101,000000 0,000000 0,000000
209 1631355134 0,400000 -1,000000 -101,000000 0,000000 0,000000
209 1631355135 1,000000 -1,000000 -101,000000 0,000000 0,000000
209 1631355136 1,000000 -1,000000 -101,000000 0,000000 0,000000
209 1631355137 1,000000 -1,000000 -101,000000 0,000000 0,000000
209 1631355138 1,000000 -1,000000 -101,000000 0,000000 0,000000
209 1631355139 1,000000 -1,000000 -101,000000 0,000000 0,000000
209 1631355140 1,600000 -1,000000 -101,000000 0,000000 0,000000
209 1631355141 1,600000 -1,000000 -101,000000 0,000000 0,000000
209 1631355142 1,600000 -1,000000 -101,000000 0,000000 0,000000
209 1631355143 1,600000 -1,000000 -101,000000 0,000000 0,000000
209 1631355144 1,600000 -1,000000 -101,000000 0,000000 0,000000
209 1631355145 1,800000 -1,000000 -101,000000 0,000000 0,000000
209 1631355146 1,800000 -1,000000 -101,000000 0,000000 0,000000
209 1631355147 1,800000 -1,000000 -101,000000 0,000000 0,000000
209 1631355148 1,800000 -1,000000 -101,000000 0,000000 0,000000
209 1631355149 1,800000 -1,000000 -101,000000 0,000000 0,000000
209 1631355150 0,800000 -1,000000 -101,000000 0,000000 0,000000
209 1631355151 0,800000 -1,000000 -101,000000 0,000000 0,000000
209 1631355152 0,800000 -1,000000 -101,000000 0,000000 0,000000
209 1631355153 0,800000 -1,000000 -101,000000 0,000000 0,000000
209 1631355154 0,800000 -1,000000 -101,000000 0,000000 0,000000
209 1631355155 1,000000 -1,000000 -101,000000 0,000000 0,000000
209 1631355156 1,000000 -1,000000 -101,000000 0,000000 0,000000
209 1631355157 1,000000 -1,000000 -101,000000 0,000000 0,000000
209 1631355158 1,000000 -1,000000 -101,000000 0,000000 0,000000
209 1631355159 1,000000 -1,000000 -101,000000 0,000000 0,000000
209 1631355160 2,600000 -1,000000 -101,000000 0,000000 0,000000
209 1631355161 2,600000 -1,000000 -101,000000 0,000000 0,000000
209 1631355162 2,600000 -1,000000 -101,000000 0,000000 0,000000
209 1631355163 2,600000 -1,000000 -101,000000 0,000000 0,000000
209 1631355164 2,600000 -1,000000 -101,000000 0,000000 0,000000
209 1631355165 1,400000 -1,000000 -101,000000 0,000000 0,000000
209 1631355166 1,400000 -1,000000 -101,000000 0,000000 0,000000
209 1631355167 1,400000 -1,000000 -101,000000 0,000000 0,000000
209 1631355168 1,400000 -1,000000 -101,000000 0,000000 0,000000
209 1631355169 1,400000 -1,000000 -101,000000 0,000000 0,000000
209 1631355170 1,200000 -1,000000 -101,000000 0,000000 0,000000
209 1631355171 1,200000 -1,000000 -101,000000 0,000000 0,000000
209 1631355172 1,200000 -1,000000 -101,000000 0,000000 0,000000
209 1631355173 1,200000 -1,000000 -101,000000 0,000000 0,000000
209 1631355174 1,200000 -1,000000 -101,000000 0,000000 0,000000
209 1631355175 2,600000 -1,000000 -101,000000 0,000000 0,000000
209 1631355176 2,600000 -1,000000 -101,000000 0,000000 0,000000
209 1631355177 2,600000 -1,000000 -101,000000 0,000000 0,000000
209 1631355178 2,600000 -1,000000 -101,000000 0,000000 0,000000
209 1631355179 2,600000 -1,000000 -101,000000 0,000000 0,000000
209 1631355180 1,600000 -1,000000 -101,000000 0,000000 0,000000
209 1631355181 1,600000 -1,000000 -101,000000 0,000000 0,000000
209 1631355182 1,600000 -1,000000 -101,000000 0,000000 0,000000
209 1631355183 1,600000 -1,000000 -101,000000 0,000000 0,000000
209 1631355184 1,600000 -1,000000 -101,000000 0,000000 0,000000
209 1631355185 1,800000 -1,000000 -101,000000 0,000000 0,000000
209 1631355186 1,800000 -1,000000 -101,000000 0,000000 0,000000
209 1631355187 1,800000 -1,000000 -101,000000 0,000000 0,000000
209 1631355188 1,800000 -1,000000 -101,000000 0,000000 0,000000
209 1631355189 1,800000 -1,000000 -101,000000 0,000000 0,000000
209 1631355190 0,400000 -1,000000 -101,000000 0,000000 0,000000
209 1631355191 0,400000 -1,000000 -101,000000 0,000000 0,000000
209 1631355192 0,400000 -1,000000 -101,000000 0,000000 0,000000
209 1631355193 0,400000 -1,000000 -101,000000 0,000000 0,000000
209 1631355194 0,400000 -1,000000 -101,000000 0,000000 0,000000
209 1631355195 1,000000 -1,000000 -101,000000 0,000000 0,000000
209 1631355196 1,000000 -1,000000 -101,000000 0,000000 0,000000
