282 1631381758 30611,000000 -1,000000 -101,000000 0,000000 0,000000
282 1631381759 30611,000000 -1,000000 -101,000000 0,000000 0,000000
282 1631381760 30611,000000 -1,000000 -101,000000 0,000000 0,000000
282 1631381761 30611,000000 -1,000000 -101,000000 0,000000 0,000000
282 1631381762 30611,000000 -1,000000 -101,000000 0,000000 0,000000
282 1631381763 9362,600000 -1,000000 -101,000000 0,000000 0,000000
282 1631381764 9362,600000 -1,000000 -101,000000 0,000000 0,000000
282 1631381765 9362,600000 -1,000000 -101,000000 0,000000 0,000000
282 1631381766 9362,600000 -1,000000 -101,000000 0,000000 0,000000
282 1631381767 9362,600000 -1,000000 -101,000000 0,000000 0,000000
282 1631381768 11801,000000 -1,000000 -101,000000 0,000000 0,000000
282 1631381769 11801,000000 -1,000000 -101,000000 0,000000 0,000000
282 1631381770 11801,000000 -1,000000 -101,000000 0,000000 0,000000
282 1631381771 11801,000000 -1,000000 -101,000000 0,000000 0,000000
282 1631381772 11801,000000 -1,000000 -101,000000 0,000000 0,000000
282 1631381773 65943,400000 -1,000000 -101,000000 0,000000 0,000000
282 1631381774 65943,400000 -1,000000 -101,000000 0,000000 0,000000
282 1631381775 65943,400000 -1,000000 -101,000000 0,000000 0,000000
282 1631381776 65943,400000 -1,000000 -101,000000 0,000000 0,000000
282 1631381777 65943,400000 -1,000000 -101,000000 0,000000 0,000000
282 1631381778 36119,800000 -1,000000 -101,000000 0,000000 0,000000
282 1631381779 36119,800000 -1,000000 -101,000000 0,000000 0,000000
282 1631381780 36119,800000 -1,000000 -101,000000 0,000000 0,000000
282 1631381781 36119,800000 -1,000000 -101,000000 0,000000 0,000000
282 1631381782 36119,800000 -1,000000 -101,000000 0,000000 0,000000
282 1631381783 55629,200000 -1,000000 -101,000000 0,000000 0,000000
282 1631381784 55629,200000 -1,000000 -101,000000 0,000000 0,000000
282 1631381785 55629,200000 -1,000000 -101,000000 0,000000 0,000000
282 1631381786 55629,200000 -1,000000 -101,000000 0,000000 0,000000
282 1631381787 55629,200000 -1,000000 -101,000000 0,000000 0,000000
282 1631381788 1667,800000 -1,000000 -101,000000 0,000000 0,000000
282 1631381789 1667,800000 -1,000000 -101,000000 0,000000 0,000000
282 1631381790 1667,800000 -1,000000 -101,000000 0,000000 0,000000
282 1631381791 1667,800000 -1,000000 -101,000000 0,000000 0,000000
282 1631381792 1667,800000 -1,000000 -101,000000 0,000000 0,000000
282 1631381803 2656,000000 -1,000000 -101,000000 0,000000 0,000000
282 1631381804 2656,000000 -1,000000 -101,000000 0,000000 0,000000
282 1631381805 2656,000000 -1,000000 -101,000000 0,000000 0,000000
282 1631381806 2656,000000 -1,000000 -101,000000 0,000000 0,000000
282 1631381807 2656,000000 -1,000000 -101,000000 0,000000 0,000000
282 1631381808 5232,400000 -1,000000 -101,000000 0,000000 0,000000
282 1631381809 5232,400000 -1,000000 -101,000000 0,000000 0,000000
282 1631381810 5232,400000 -1,000000 -101,000000 0,000000 0,000000
282 1631381811 5232,400000 -1,000000 -101,000000 0,000000 0,000000
282 1631381812 5232,400000 -1,000000 -101,000000 0,000000 0,000000
282 1631381813 5054,400000 -1,000000 -101,000000 0,000000 0,000000
282 1631381814 5054,400000 -1,000000 -101,000000 0,000000 0,000000
282 1631381815 5054,400000 -1,000000 -101,000000 0,000000 0,000000
282 1631381816 5054,400000 -1,000000 -101,000000 0,000000 0,000000
282 1631381817 5054,400000 -1,000000 -101,000000 0,000000 0,000000
282 1631381818 1572,800000 -1,000000 -101,000000 0,000000 0,000000
282 1631381819 1572,800000 -1,000000 -101,000000 0,000000 0,000000
282 1631381820 1572,800000 -1,000000 -101,000000 0,000000 0,000000
282 1631381821 1572,800000 -1,000000 -101,000000 0,000000 0,000000
282 1631381822 1572,800000 -1,000000 -101,000000 0,000000 0,000000
282 1631381823 22380,200000 -1,000000 -101,000000 0,000000 0,000000
282 1631381824 22380,200000 -1,000000 -101,000000 0,000000 0,000000
282 1631381825 22380,200000 -1,000000 -101,000000 0,000000 0,000000
282 1631381826 22380,200000 -1,000000 -101,000000 0,000000 0,000000
282 1631381827 22380,200000 -1,000000 -101,000000 0,000000 0,000000
282 1631381828 19409,400000 -1,000000 -101,000000 0,000000 0,000000
282 1631381829 19409,400000 -1,000000 -101,000000 0,000000 0,000000
282 1631381830 19409,400000 -1,000000 -101,000000 0,000000 0,000000
