307 1631640676 0,800000 -1,000000 -101,000000 0,000000 0,000000
307 1631640677 0,800000 -1,000000 -101,000000 0,000000 0,000000
307 1631640678 0,800000 -1,000000 -101,000000 0,000000 0,000000
307 1631640679 0,800000 -1,000000 -101,000000 0,000000 0,000000
307 1631640680 0,800000 -1,000000 -101,000000 0,000000 0,000000
307 1631640681 2,200000 -1,000000 -101,000000 0,000000 0,000000
307 1631640682 2,200000 -1,000000 -101,000000 0,000000 0,000000
307 1631640683 2,200000 -1,000000 -101,000000 0,000000 0,000000
307 1631640684 2,200000 -1,000000 -101,000000 0,000000 0,000000
307 1631640685 2,200000 -1,000000 -101,000000 0,000000 0,000000
307 1631640686 2,200000 -1,000000 -101,000000 0,000000 0,000000
307 1631640687 2,200000 -1,000000 -101,000000 0,000000 0,000000
307 1631640688 2,200000 -1,000000 -101,000000 0,000000 0,000000
307 1631640689 2,200000 -1,000000 -101,000000 0,000000 0,000000
307 1631640690 2,200000 -1,000000 -101,000000 0,000000 0,000000
307 1631640691 1,400000 -1,000000 -101,000000 0,000000 0,000000
307 1631640692 1,400000 -1,000000 -101,000000 0,000000 0,000000
307 1631640693 1,400000 -1,000000 -101,000000 0,000000 0,000000
307 1631640694 1,400000 -1,000000 -101,000000 0,000000 0,000000
307 1631640695 1,400000 -1,000000 -101,000000 0,000000 0,000000
307 1631640696 3,000000 -1,000000 -101,000000 0,000000 0,000000
307 1631640697 3,000000 -1,000000 -101,000000 0,000000 0,000000
307 1631640698 3,000000 -1,000000 -101,000000 0,000000 0,000000
307 1631640699 3,000000 -1,000000 -101,000000 0,000000 0,000000
307 1631640700 3,000000 -1,000000 -101,000000 0,000000 0,000000
307 1631640701 3,600000 -1,000000 -101,000000 0,000000 0,000000
307 1631640702 3,600000 -1,000000 -101,000000 0,000000 0,000000
307 1631640703 3,600000 -1,000000 -101,000000 0,000000 0,000000
307 1631640704 3,600000 -1,000000 -101,000000 0,000000 0,000000
307 1631640705 3,600000 -1,000000 -101,000000 0,000000 0,000000
307 1631640706 2,200000 -1,000000 -101,000000 0,000000 0,000000
307 1631640707 2,200000 -1,000000 -101,000000 0,000000 0,000000
307 1631640708 2,200000 -1,000000 -101,000000 0,000000 0,000000
307 1631640709 2,200000 -1,000000 -101,000000 0,000000 0,000000
307 1631640710 2,200000 -1,000000 -101,000000 0,000000 0,000000
307 1631640711 4,800000 -1,000000 -101,000000 0,000000 0,000000
307 1631640712 4,800000 -1,000000 -101,000000 0,000000 0,000000
307 1631640713 4,800000 -1,000000 -101,000000 0,000000 0,000000
307 1631640714 4,800000 -1,000000 -101,000000 0,000000 0,000000
307 1631640715 4,800000 -1,000000 -101,000000 0,000000 0,000000
307 1631640716 4,000000 -1,000000 -101,000000 0,000000 0,000000
307 1631640717 4,000000 -1,000000 -101,000000 0,000000 0,000000
307 1631640718 4,000000 -1,000000 -101,000000 0,000000 0,000000
307 1631640719 4,000000 -1,000000 -101,000000 0,000000 0,000000
307 1631640720 4,000000 -1,000000 -101,000000 0,000000 0,000000
307 1631640721 7,600000 -1,000000 -101,000000 0,000000 0,000000
307 1631640722 7,600000 -1,000000 -101,000000 0,000000 0,000000
307 1631640723 7,600000 -1,000000 -101,000000 0,000000 0,000000
307 1631640724 7,600000 -1,000000 -101,000000 0,000000 0,000000
307 1631640725 7,600000 -1,000000 -101,000000 0,000000 0,000000
307 1631640726 2,800000 -1,000000 -101,000000 0,000000 0,000000
307 1631640727 2,800000 -1,000000 -101,000000 0,000000 0,000000
307 1631640728 2,800000 -1,000000 -101,000000 0,000000 0,000000
307 1631640729 2,800000 -1,000000 -101,000000 0,000000 0,000000
307 1631640730 2,800000 -1,000000 -101,000000 0,000000 0,000000
307 1631640731 2,000000 -1,000000 -101,000000 0,000000 0,000000
